seq_no,piece,PC,resolveDir
300809,0,4201652,0
299818,0,4496796,0
300890,0,4496884,1
300026,0,4201640,0
299971,0,4204116,0
299975,0,4204132,0
300011,0,4199656,0
300893,0,4496596,0
300006,0,4199640,0
300047,0,4496712,0
300031,0,4201660,1
300022,0,4199696,1
300965,0,4199612,1
300947,0,4199556,0
300976,0,4203664,0
301017,0,4204140,1
301005,0,4204092,0
301024,0,4204192,1
301001,0,4203732,1
301028,0,4204220,0
301069,0,4201652,0
300078,0,4496796,0
301150,0,4496884,1
300286,0,4201640,0
300231,0,4204116,0
300235,0,4204132,0
300271,0,4199656,0
301153,0,4496596,0
300266,0,4199640,0
300307,0,4496712,0
300291,0,4201660,1
300282,0,4199696,1
301225,0,4199612,1
301207,0,4199556,0
301236,0,4203664,0
301277,0,4204140,1
301265,0,4204092,0
301284,0,4204192,1
301261,0,4203732,1
301288,0,4204220,0
301329,0,4201652,0
300338,0,4496796,0
301410,0,4496884,1
300546,0,4201640,0
300491,0,4204116,0
300495,0,4204132,0
300531,0,4199656,0
301413,0,4496596,1
300526,0,4199640,0
300567,0,4496712,0
300551,0,4201660,1
300542,0,4199696,1
301416,0,4496584,1
301420,0,4496908,1
301423,0,4496536,0
301444,0,4496584,0
301441,0,4496596,1
301447,0,4496596,0
301519,0,4199612,1
300598,0,4496796,0
301501,0,4199556,0
301571,0,4204140,1
301530,0,4203664,0
301578,0,4204192,1
301582,0,4204220,0
301555,0,4203732,1
301559,0,4204092,0
301623,0,4201652,0
300806,0,4201640,0
300751,0,4204116,0
300755,0,4204132,0
300791,0,4199656,0
300786,0,4199640,0
300827,0,4496712,0
300811,0,4201660,1
300802,0,4199696,1
301620,0,4201640,0
301565,0,4204116,0
301569,0,4204132,0
301605,0,4199656,0
301600,0,4199640,0
301641,0,4496712,0
301625,0,4201660,1
301616,0,4199696,1
300858,0,4496796,0
301066,0,4201640,0
301672,0,4496796,0
301011,0,4204116,0
301015,0,4204132,0
301051,0,4199656,0
301046,0,4199640,0
301087,0,4496712,0
301071,0,4201660,1
301062,0,4199696,1
301704,0,4496884,1
301707,0,4496596,0
301779,0,4199612,1
301761,0,4199556,0
301831,0,4204140,1
301790,0,4203664,0
301819,0,4204092,0
301838,0,4204192,1
301842,0,4204220,0
301118,0,4496796,0
301883,0,4201652,0
301815,0,4203732,1
301964,0,4496884,1
301967,0,4496596,0
302039,0,4199612,1
302021,0,4199556,0
302091,0,4204140,1
301326,0,4201640,0
302050,0,4203664,0
302079,0,4204092,0
301271,0,4204116,0
301275,0,4204132,0
302098,0,4204192,1
301311,0,4199656,0
302102,0,4204220,0
301306,0,4199640,0
302143,0,4201652,0
301347,0,4496712,0
302075,0,4203732,1
301331,0,4201660,1
302224,0,4496884,1
301322,0,4199696,1
302227,0,4496596,0
302299,0,4199612,1
302281,0,4199556,0
302310,0,4203664,0
302339,0,4204092,0
302351,0,4204140,1
302358,0,4204192,1
302335,0,4203732,1
302362,0,4204220,0
301378,0,4496796,0
302403,0,4201652,0
302484,0,4496884,1
301880,0,4201640,0
301825,0,4204116,0
301829,0,4204132,0
302487,0,4496596,0
301865,0,4199656,0
301860,0,4199640,0
301901,0,4496712,0
302559,0,4199612,1
301885,0,4201660,1
301876,0,4199696,1
302541,0,4199556,0
302611,0,4204140,1
302570,0,4203664,0
302599,0,4204092,0
302618,0,4204192,1
302622,0,4204220,0
302663,0,4201652,0
302595,0,4203732,1
302744,0,4496884,1
302747,0,4496596,0
302819,0,4199612,1
302801,0,4199556,0
302871,0,4204140,1
301932,0,4496796,0
302830,0,4203664,0
302859,0,4204092,0
302878,0,4204192,1
302882,0,4204220,0
302923,0,4201652,0
302855,0,4203732,1
303004,0,4496884,1
302140,0,4201640,0
302085,0,4204116,0
302089,0,4204132,0
302125,0,4199656,0
303007,0,4496596,0
302120,0,4199640,0
302161,0,4496712,0
302145,0,4201660,1
302136,0,4199696,1
303079,0,4199612,1
303061,0,4199556,0
303090,0,4203664,0
303131,0,4204140,1
303119,0,4204092,0
303138,0,4204192,1
303115,0,4203732,1
303142,0,4204220,0
303183,0,4201652,0
302192,0,4496796,0
303264,0,4496884,1
302400,0,4201640,0
302345,0,4204116,0
302349,0,4204132,0
302385,0,4199656,0
303267,0,4496596,0
302380,0,4199640,0
302421,0,4496712,0
302405,0,4201660,1
302396,0,4199696,1
303339,0,4199612,1
303321,0,4199556,0
303350,0,4203664,0
303391,0,4204140,1
303379,0,4204092,0
303398,0,4204192,1
303375,0,4203732,1
303402,0,4204220,0
303443,0,4201652,0
302452,0,4496796,0
303524,0,4496884,1
302660,0,4201640,0
302605,0,4204116,0
302609,0,4204132,0
302645,0,4199656,0
303527,0,4496596,0
302640,0,4199640,0
302681,0,4496712,0
302665,0,4201660,1
302656,0,4199696,1
303598,0,4199612,1
303580,0,4199556,0
303609,0,4203664,0
303638,0,4204092,0
303650,0,4204140,1
303657,0,4204192,1
303634,0,4203732,1
303661,0,4204220,0
303702,0,4201652,0
302712,0,4496796,0
303783,0,4496884,1
302920,0,4201640,0
302865,0,4204116,0
302869,0,4204132,0
302905,0,4199656,0
303786,0,4496596,0
302900,0,4199640,0
302941,0,4496712,0
302925,0,4201660,1
302916,0,4199696,1
303858,0,4199612,1
303840,0,4199556,0
303869,0,4203664,0
303898,0,4204092,0
303910,0,4204140,1
303917,0,4204192,1
303894,0,4203732,1
303921,0,4204220,0
303962,0,4201652,0
302972,0,4496796,0
304043,0,4496884,1
303180,0,4201640,0
303125,0,4204116,0
303129,0,4204132,0
303165,0,4199656,0
304046,0,4496596,0
303160,0,4199640,0
303201,0,4496712,0
303185,0,4201660,1
303176,0,4199696,1
304118,0,4199612,1
304100,0,4199556,0
304129,0,4203664,0
304158,0,4204092,0
304170,0,4204140,1
304177,0,4204192,1
304154,0,4203732,1
304181,0,4204220,0
304222,0,4201652,0
303232,0,4496796,0
304303,0,4496884,1
303440,0,4201640,0
303385,0,4204116,0
303389,0,4204132,0
303425,0,4199656,0
304306,0,4496596,0
303420,0,4199640,0
303461,0,4496712,0
303445,0,4201660,1
303436,0,4199696,1
304378,0,4199612,1
304360,0,4199556,0
304389,0,4203664,0
304418,0,4204092,0
304430,0,4204140,1
304437,0,4204192,1
304414,0,4203732,1
304441,0,4204220,0
304482,0,4201652,0
303492,0,4496796,0
303699,0,4201640,0
303644,0,4204116,0
303648,0,4204132,0
304563,0,4496884,1
303684,0,4199656,0
303679,0,4199640,0
303720,0,4496712,0
304566,0,4496596,0
303704,0,4201660,1
303695,0,4199696,1
304638,0,4199612,1
304620,0,4199556,0
304649,0,4203664,0
304690,0,4204140,1
304678,0,4204092,0
304697,0,4204192,1
304674,0,4203732,1
304701,0,4204220,0
304742,0,4201652,0
303751,0,4496796,0
304823,0,4496884,1
303959,0,4201640,0
303904,0,4204116,0
303908,0,4204132,0
303944,0,4199656,0
304826,0,4496596,0
303939,0,4199640,0
303980,0,4496712,0
303964,0,4201660,1
303955,0,4199696,1
304898,0,4199612,1
304880,0,4199556,0
304909,0,4203664,0
304950,0,4204140,1
304938,0,4204092,0
304957,0,4204192,1
304934,0,4203732,1
304961,0,4204220,0
305002,0,4201652,0
304011,0,4496796,0
305083,0,4496884,1
304219,0,4201640,0
304164,0,4204116,0
304168,0,4204132,0
304204,0,4199656,0
305086,0,4496596,0
304199,0,4199640,0
304240,0,4496712,0
304224,0,4201660,1
304215,0,4199696,1
305158,0,4199612,1
305140,0,4199556,0
305169,0,4203664,0
305210,0,4204140,1
305198,0,4204092,0
305217,0,4204192,1
305194,0,4203732,1
305221,0,4204220,0
305262,0,4201652,0
304271,0,4496796,0
304479,0,4201640,0
304424,0,4204116,0
304428,0,4204132,0
304464,0,4199656,0
304459,0,4199640,0
304500,0,4496712,0
304484,0,4201660,1
304475,0,4199696,1
304531,0,4496796,0
304739,0,4201640,0
304684,0,4204116,0
304688,0,4204132,0
304724,0,4199656,0
304719,0,4199640,0
304760,0,4496712,0
304744,0,4201660,1
304735,0,4199696,1
304791,0,4496796,0
304999,0,4201640,0
304944,0,4204116,0
304948,0,4204132,0
304984,0,4199656,0
304979,0,4199640,0
305020,0,4496712,0
305004,0,4201660,1
304995,0,4199696,1
305051,0,4496796,0
305259,0,4201640,0
305204,0,4204116,0
305208,0,4204132,0
305244,0,4199656,0
305239,0,4199640,0
305280,0,4496712,0
305264,0,4201660,1
305255,0,4199696,1
305318,0,4496796,1
305321,0,4496584,0
305324,0,4496596,0
305396,0,4199612,1
305378,0,4199556,0
305448,0,4204140,1
305407,0,4203664,0
305455,0,4204192,1
305436,0,4204092,0
305459,0,4204220,0
305500,0,4201652,0
305432,0,4203732,1
305559,0,4496584,0
305562,0,4496596,0
305634,0,4199612,1
305497,0,4201640,0
305616,0,4199556,0
305686,0,4204140,1
305442,0,4204116,0
305446,0,4204132,0
305645,0,4203664,0
305693,0,4204192,1
305482,0,4199656,0
305674,0,4204092,0
305477,0,4199640,0
305697,0,4204220,0
305518,0,4496712,0
305738,0,4201652,0
305670,0,4203732,1
305502,0,4201660,1
305797,0,4496584,0
305493,0,4199696,1
305800,0,4496596,1
305735,0,4201640,0
305680,0,4204116,0
305684,0,4204132,0
305720,0,4199656,0
305715,0,4199640,0
305803,0,4496584,1
305756,0,4496712,0
305740,0,4201660,1
305807,0,4496908,1
305731,0,4199696,1
305810,0,4496536,0
305831,0,4496584,0
305828,0,4496596,1
305834,0,4496596,1
305556,0,4496796,1
305837,0,4496584,0
305840,0,4496596,0
305794,0,4496796,1
305912,0,4199612,1
305894,0,4199556,0
305964,0,4204140,1
305923,0,4203664,0
305952,0,4204092,0
305971,0,4204192,1
305975,0,4204220,0
306016,0,4201652,0
305948,0,4203732,1
306013,0,4201640,0
305958,0,4204116,0
305962,0,4204132,0
305998,0,4199656,0
305993,0,4199640,0
306034,0,4496712,0
306018,0,4201660,1
306009,0,4199696,1
306065,0,4496796,0
306097,0,4496884,1
306100,0,4496596,0
306172,0,4199612,1
306154,0,4199556,0
306224,0,4204140,1
306183,0,4203664,0
306212,0,4204092,0
306231,0,4204192,1
306235,0,4204220,0
306276,0,4201652,0
306208,0,4203732,1
306357,0,4496884,1
306360,0,4496596,0
306432,0,4199612,1
306414,0,4199556,0
306484,0,4204140,1
306443,0,4203664,0
306472,0,4204092,0
306491,0,4204192,1
306495,0,4204220,0
306273,0,4201640,0
306536,0,4201652,0
306218,0,4204116,0
306222,0,4204132,0
306468,0,4203732,1
306617,0,4496884,1
306258,0,4199656,0
306253,0,4199640,0
306294,0,4496712,0
306620,0,4496596,0
306278,0,4201660,1
306269,0,4199696,1
306692,0,4199612,1
306674,0,4199556,0
306744,0,4204140,1
306703,0,4203664,0
306732,0,4204092,0
306751,0,4204192,1
306755,0,4204220,0
306796,0,4201652,0
306728,0,4203732,1
306877,0,4496884,1
306880,0,4496596,0
306952,0,4199612,1
306325,0,4496796,0
306934,0,4199556,0
307004,0,4204140,1
306963,0,4203664,0
307011,0,4204192,1
306992,0,4204092,0
307015,0,4204220,0
307056,0,4201652,0
306988,0,4203732,1
307137,0,4496884,1
307140,0,4496596,0
306533,0,4201640,0
306478,0,4204116,0
306482,0,4204132,0
307212,0,4199612,1
306518,0,4199656,0
306513,0,4199640,0
306554,0,4496712,0
307194,0,4199556,0
306538,0,4201660,1
307223,0,4203664,0
307264,0,4204140,1
307252,0,4204092,0
306529,0,4199696,1
307271,0,4204192,1
307275,0,4204220,0
307248,0,4203732,1
307316,0,4201652,0
307397,0,4496884,1
307400,0,4496596,0
307472,0,4199612,1
307454,0,4199556,0
307524,0,4204140,1
307483,0,4203664,0
307512,0,4204092,0
307531,0,4204192,1
307535,0,4204220,0
306585,0,4496796,0
307576,0,4201652,0
307508,0,4203732,1
307657,0,4496884,1
306793,0,4201640,0
306738,0,4204116,0
306742,0,4204132,0
306778,0,4199656,0
307660,0,4496596,0
306773,0,4199640,0
306814,0,4496712,0
306798,0,4201660,1
306789,0,4199696,1
307731,0,4199612,1
307713,0,4199556,0
307742,0,4203664,0
307771,0,4204092,0
307783,0,4204140,1
307790,0,4204192,1
307767,0,4203732,1
307794,0,4204220,0
307835,0,4201652,0
306845,0,4496796,0
307916,0,4496884,1
307053,0,4201640,0
306998,0,4204116,0
307002,0,4204132,0
307038,0,4199656,0
307919,0,4496596,0
307033,0,4199640,0
307074,0,4496712,0
307058,0,4201660,1
307049,0,4199696,1
307991,0,4199612,1
307973,0,4199556,0
308002,0,4203664,0
308031,0,4204092,0
308043,0,4204140,1
308050,0,4204192,1
308027,0,4203732,1
308054,0,4204220,0
308095,0,4201652,0
307105,0,4496796,0
308176,0,4496884,1
307313,0,4201640,0
307258,0,4204116,0
307262,0,4204132,0
307298,0,4199656,0
308179,0,4496596,0
307293,0,4199640,0
307334,0,4496712,0
307318,0,4201660,1
307309,0,4199696,1
308251,0,4199612,1
308233,0,4199556,0
308262,0,4203664,0
308291,0,4204092,0
308303,0,4204140,1
308310,0,4204192,1
308287,0,4203732,1
308314,0,4204220,0
308355,0,4201652,0
307365,0,4496796,0
308436,0,4496884,1
307573,0,4201640,0
307518,0,4204116,0
307522,0,4204132,0
307558,0,4199656,0
308439,0,4496596,0
307553,0,4199640,0
307594,0,4496712,0
307578,0,4201660,1
307569,0,4199696,1
308511,0,4199612,1
308493,0,4199556,0
308522,0,4203664,0
308551,0,4204092,0
308563,0,4204140,1
308570,0,4204192,1
308547,0,4203732,1
308574,0,4204220,0
308615,0,4201652,0
307625,0,4496796,0
307832,0,4201640,0
307777,0,4204116,0
307781,0,4204132,0
307817,0,4199656,0
307812,0,4199640,0
307853,0,4496712,0
307837,0,4201660,1
307828,0,4199696,1
307884,0,4496796,0
308092,0,4201640,0
308037,0,4204116,0
308041,0,4204132,0
308077,0,4199656,0
308072,0,4199640,0
308113,0,4496712,0
308097,0,4201660,1
308088,0,4199696,1
308144,0,4496796,0
308352,0,4201640,0
308297,0,4204116,0
308301,0,4204132,0
308337,0,4199656,0
308332,0,4199640,0
308373,0,4496712,0
308357,0,4201660,1
308348,0,4199696,1
308404,0,4496796,0
308612,0,4201640,0
308557,0,4204116,0
308561,0,4204132,0
308597,0,4199656,0
308592,0,4199640,0
308633,0,4496712,0
308617,0,4201660,1
308608,0,4199696,1
308671,0,4496796,1
308674,0,4496584,0
308677,0,4496596,0
308749,0,4199612,1
308731,0,4199556,0
308801,0,4204140,1
308760,0,4203664,0
308808,0,4204192,1
308789,0,4204092,0
308812,0,4204220,0
308853,0,4201652,0
308785,0,4203732,1
308850,0,4201640,0
308795,0,4204116,0
308799,0,4204132,0
308835,0,4199656,0
308830,0,4199640,0
308871,0,4496712,0
308855,0,4201660,1
308846,0,4199696,1
308902,0,4496796,0
308934,0,4496884,1
308937,0,4496596,0
309009,0,4199612,1
308991,0,4199556,0
309061,0,4204140,1
309020,0,4203664,0
309049,0,4204092,0
309068,0,4204192,1
309072,0,4204220,0
309113,0,4201652,0
309045,0,4203732,1
309194,0,4496884,1
309197,0,4496596,0
309269,0,4199612,1
309251,0,4199556,0
309321,0,4204140,1
309280,0,4203664,0
309309,0,4204092,0
309328,0,4204192,1
309332,0,4204220,0
309110,0,4201640,0
309373,0,4201652,0
309055,0,4204116,0
309059,0,4204132,0
309305,0,4203732,1
309454,0,4496884,1
309095,0,4199656,0
309090,0,4199640,0
309131,0,4496712,0
309457,0,4496596,0
309115,0,4201660,1
309106,0,4199696,1
309529,0,4199612,1
309511,0,4199556,0
309581,0,4204140,1
309540,0,4203664,0
309569,0,4204092,0
309588,0,4204192,1
309592,0,4204220,0
309633,0,4201652,0
309565,0,4203732,1
309162,0,4496796,0
309370,0,4201640,0
309315,0,4204116,0
309319,0,4204132,0
309355,0,4199656,0
309350,0,4199640,0
309391,0,4496712,0
309375,0,4201660,1
309366,0,4199696,1
309422,0,4496796,0
309630,0,4201640,0
309575,0,4204116,0
309579,0,4204132,0
309615,0,4199656,0
309610,0,4199640,0
309651,0,4496712,0
309635,0,4201660,1
309626,0,4199696,1
309689,0,4496796,1
309692,0,4496584,0
309695,0,4496596,1
309698,0,4496584,0
309704,0,4496584,1
309701,0,4496596,1
309708,0,4496908,1
309711,0,4496536,0
309732,0,4496584,0
309729,0,4496596,1
309735,0,4496596,1
309738,0,4496584,0
309744,0,4496584,0
309741,0,4496596,1
309747,0,4496596,0
309819,0,4199612,1
309801,0,4199556,0
309871,0,4204140,1
309830,0,4203664,0
309859,0,4204092,0
309878,0,4204192,1
309882,0,4204220,0
309923,0,4201652,0
309855,0,4203732,1
309920,0,4201640,0
309865,0,4204116,0
309869,0,4204132,0
309905,0,4199656,0
309900,0,4199640,0
309941,0,4496712,0
309925,0,4201660,1
309916,0,4199696,1
309972,0,4496796,0
310004,0,4496884,1
310007,0,4496596,0
310079,0,4199612,1
310061,0,4199556,0
310131,0,4204140,1
310090,0,4203664,0
310119,0,4204092,0
310138,0,4204192,1
310142,0,4204220,0
310183,0,4201652,0
310115,0,4203732,1
310264,0,4496884,1
310267,0,4496596,0
310339,0,4199612,1
310321,0,4199556,0
310391,0,4204140,1
310350,0,4203664,0
310379,0,4204092,0
310398,0,4204192,1
310402,0,4204220,0
310180,0,4201640,0
310443,0,4201652,0
310125,0,4204116,0
310129,0,4204132,0
310375,0,4203732,1
310524,0,4496884,1
310165,0,4199656,0
310160,0,4199640,0
310201,0,4496712,0
310527,0,4496596,0
310185,0,4201660,1
310176,0,4199696,1
310599,0,4199612,1
310581,0,4199556,0
310651,0,4204140,1
310610,0,4203664,0
310639,0,4204092,0
310658,0,4204192,1
310662,0,4204220,0
310703,0,4201652,0
310635,0,4203732,1
310784,0,4496884,1
310787,0,4496596,0
310859,0,4199612,1
310232,0,4496796,0
310841,0,4199556,0
310911,0,4204140,1
310870,0,4203664,0
310918,0,4204192,1
310899,0,4204092,0
310922,0,4204220,0
310963,0,4201652,0
310895,0,4203732,1
311044,0,4496884,1
311047,0,4496596,0
310440,0,4201640,0
310385,0,4204116,0
310389,0,4204132,0
311119,0,4199612,1
310425,0,4199656,0
310420,0,4199640,0
310461,0,4496712,0
311101,0,4199556,0
310445,0,4201660,1
311130,0,4203664,0
311171,0,4204140,1
311159,0,4204092,0
310436,0,4199696,1
311178,0,4204192,1
311182,0,4204220,0
311155,0,4203732,1
311223,0,4201652,0
311304,0,4496884,1
311307,0,4496596,0
311378,0,4199612,1
311360,0,4199556,0
311430,0,4204140,1
311389,0,4203664,0
311418,0,4204092,0
311437,0,4204192,1
311441,0,4204220,0
310492,0,4496796,0
311482,0,4201652,0
311414,0,4203732,1
311563,0,4496884,1
310700,0,4201640,0
310645,0,4204116,0
310649,0,4204132,0
310685,0,4199656,0
311566,0,4496596,0
310680,0,4199640,0
310721,0,4496712,0
310705,0,4201660,1
310696,0,4199696,1
311638,0,4199612,1
311620,0,4199556,0
311649,0,4203664,0
311678,0,4204092,0
311690,0,4204140,1
311697,0,4204192,1
311674,0,4203732,1
311701,0,4204220,0
311742,0,4201652,0
310752,0,4496796,0
311823,0,4496884,1
310960,0,4201640,0
310905,0,4204116,0
310909,0,4204132,0
310945,0,4199656,0
311826,0,4496596,0
310940,0,4199640,0
310981,0,4496712,0
310965,0,4201660,1
310956,0,4199696,1
311898,0,4199612,1
311880,0,4199556,0
311909,0,4203664,0
311938,0,4204092,0
311950,0,4204140,1
311957,0,4204192,1
311934,0,4203732,1
311961,0,4204220,0
312002,0,4201652,0
311012,0,4496796,0
312083,0,4496884,1
311220,0,4201640,0
311165,0,4204116,0
311169,0,4204132,0
311205,0,4199656,0
312086,0,4496596,0
311200,0,4199640,0
311241,0,4496712,0
311225,0,4201660,1
311216,0,4199696,1
312158,0,4199612,1
312140,0,4199556,0
312169,0,4203664,0
312198,0,4204092,0
312210,0,4204140,1
312217,0,4204192,1
312194,0,4203732,1
312221,0,4204220,0
312262,0,4201652,0
311272,0,4496796,0
311479,0,4201640,0
311424,0,4204116,0
311428,0,4204132,0
311464,0,4199656,0
311459,0,4199640,0
311500,0,4496712,0
311484,0,4201660,1
311475,0,4199696,1
311531,0,4496796,0
311739,0,4201640,0
311684,0,4204116,0
311688,0,4204132,0
311724,0,4199656,0
311719,0,4199640,0
311760,0,4496712,0
311744,0,4201660,1
311735,0,4199696,1
311791,0,4496796,0
311999,0,4201640,0
311944,0,4204116,0
311948,0,4204132,0
311984,0,4199656,0
311979,0,4199640,0
312020,0,4496712,0
312004,0,4201660,1
311995,0,4199696,1
312051,0,4496796,0
312259,0,4201640,0
312204,0,4204116,0
312208,0,4204132,0
312244,0,4199656,0
312239,0,4199640,0
312280,0,4496712,0
312264,0,4201660,1
312255,0,4199696,1
312318,0,4496796,1
312321,0,4496584,0
312324,0,4496596,0
312396,0,4199612,1
312378,0,4199556,0
312448,0,4204140,1
312407,0,4203664,0
312455,0,4204192,1
312436,0,4204092,0
312459,0,4204220,0
312500,0,4201652,0
312432,0,4203732,1
312497,0,4201640,0
312442,0,4204116,0
312446,0,4204132,0
312482,0,4199656,0
312477,0,4199640,0
312518,0,4496712,0
312502,0,4201660,1
312493,0,4199696,1
312556,0,4496796,1
312559,0,4496584,0
312562,0,4496596,0
312634,0,4199612,1
312616,0,4199556,0
312686,0,4204140,1
312645,0,4203664,0
312693,0,4204192,1
312674,0,4204092,0
312697,0,4204220,0
312738,0,4201652,0
312670,0,4203732,1
312797,0,4496584,0
312800,0,4496596,0
312872,0,4199612,1
312735,0,4201640,0
312854,0,4199556,0
312924,0,4204140,1
312680,0,4204116,0
312684,0,4204132,0
312883,0,4203664,0
312931,0,4204192,1
312720,0,4199656,0
312912,0,4204092,0
312715,0,4199640,0
312935,0,4204220,0
312756,0,4496712,0
312976,0,4201652,0
312908,0,4203732,1
312740,0,4201660,1
313035,0,4496584,0
312731,0,4199696,1
313038,0,4496596,1
312973,0,4201640,0
312918,0,4204116,0
312922,0,4204132,0
312958,0,4199656,0
312953,0,4199640,0
313041,0,4496584,0
312994,0,4496712,0
312978,0,4201660,1
312969,0,4199696,1
313047,0,4496584,0
313053,0,4496584,1
313044,0,4496596,1
312794,0,4496796,1
313050,0,4496596,1
313057,0,4496908,1
313060,0,4496536,0
313081,0,4496584,0
313087,0,4496584,0
313078,0,4496596,1
313084,0,4496596,1
313032,0,4496796,1
313090,0,4496596,1
313093,0,4496584,0
313099,0,4496584,0
313096,0,4496596,1
313102,0,4496596,0
313174,0,4199612,1
313156,0,4199556,0
313226,0,4204140,1
313185,0,4203664,0
313233,0,4204192,1
313214,0,4204092,0
313237,0,4204220,0
313278,0,4201652,0
313210,0,4203732,1
313275,0,4201640,0
313220,0,4204116,0
313224,0,4204132,0
313260,0,4199656,0
313255,0,4199640,0
313296,0,4496712,0
313280,0,4201660,1
313271,0,4199696,1
313327,0,4496796,0
313359,0,4496884,1
313362,0,4496596,0
313434,0,4199612,1
313416,0,4199556,0
313486,0,4204140,1
313445,0,4203664,0
313474,0,4204092,0
313493,0,4204192,1
313497,0,4204220,0
313538,0,4201652,0
313470,0,4203732,1
313619,0,4496884,1
313622,0,4496596,0
313694,0,4199612,1
313676,0,4199556,0
313746,0,4204140,1
313705,0,4203664,0
313734,0,4204092,0
313753,0,4204192,1
313757,0,4204220,0
313535,0,4201640,0
313798,0,4201652,0
313480,0,4204116,0
313484,0,4204132,0
313730,0,4203732,1
313879,0,4496884,1
313520,0,4199656,0
313515,0,4199640,0
313556,0,4496712,0
313882,0,4496596,0
313540,0,4201660,1
313531,0,4199696,1
313954,0,4199612,1
313936,0,4199556,0
314006,0,4204140,1
313965,0,4203664,0
313994,0,4204092,0
314013,0,4204192,1
314017,0,4204220,0
314058,0,4201652,0
313990,0,4203732,1
314139,0,4496884,1
314142,0,4496596,0
314214,0,4199612,1
313587,0,4496796,0
314196,0,4199556,0
314266,0,4204140,1
314225,0,4203664,0
314273,0,4204192,1
314254,0,4204092,0
314277,0,4204220,0
314318,0,4201652,0
314250,0,4203732,1
314399,0,4496884,1
314402,0,4496596,0
313795,0,4201640,0
313740,0,4204116,0
313744,0,4204132,0
314473,0,4199612,1
313780,0,4199656,0
313775,0,4199640,0
313816,0,4496712,0
314455,0,4199556,0
313800,0,4201660,1
314484,0,4203664,0
314525,0,4204140,1
314513,0,4204092,0
313791,0,4199696,1
314532,0,4204192,1
314536,0,4204220,0
314509,0,4203732,1
314577,0,4201652,0
314658,0,4496884,1
314661,0,4496596,0
314733,0,4199612,1
314715,0,4199556,0
314785,0,4204140,1
314744,0,4203664,0
314773,0,4204092,0
314792,0,4204192,1
314796,0,4204220,0
313847,0,4496796,0
314837,0,4201652,0
314769,0,4203732,1
314918,0,4496884,1
314055,0,4201640,0
314000,0,4204116,0
314004,0,4204132,0
314040,0,4199656,0
314921,0,4496596,0
314035,0,4199640,0
314076,0,4496712,0
314060,0,4201660,1
314051,0,4199696,1
314993,0,4199612,1
314975,0,4199556,0
315004,0,4203664,0
315033,0,4204092,0
315045,0,4204140,1
315052,0,4204192,1
315029,0,4203732,1
315056,0,4204220,0
315097,0,4201652,0
314107,0,4496796,0
315178,0,4496884,1
314315,0,4201640,0
314260,0,4204116,0
314264,0,4204132,0
314300,0,4199656,0
315181,0,4496596,0
314295,0,4199640,0
314336,0,4496712,0
314320,0,4201660,1
314311,0,4199696,1
315253,0,4199612,1
315235,0,4199556,0
315264,0,4203664,0
315293,0,4204092,0
315305,0,4204140,1
315312,0,4204192,1
315289,0,4203732,1
315316,0,4204220,0
315357,0,4201652,0
314367,0,4496796,0
314574,0,4201640,0
314519,0,4204116,0
314523,0,4204132,0
315438,0,4496884,1
314559,0,4199656,0
314554,0,4199640,0
314595,0,4496712,0
315441,0,4496596,0
314579,0,4201660,1
314570,0,4199696,1
315513,0,4199612,1
315495,0,4199556,0
315524,0,4203664,0
315565,0,4204140,1
315553,0,4204092,0
315572,0,4204192,1
315549,0,4203732,1
315576,0,4204220,0
315617,0,4201652,0
314626,0,4496796,0
314834,0,4201640,0
314779,0,4204116,0
314783,0,4204132,0
314819,0,4199656,0
314814,0,4199640,0
314855,0,4496712,0
314839,0,4201660,1
314830,0,4199696,1
314886,0,4496796,0
315094,0,4201640,0
315039,0,4204116,0
315043,0,4204132,0
315079,0,4199656,0
315074,0,4199640,0
315115,0,4496712,0
315099,0,4201660,1
315090,0,4199696,1
315146,0,4496796,0
315354,0,4201640,0
315299,0,4204116,0
315303,0,4204132,0
315339,0,4199656,0
315334,0,4199640,0
315375,0,4496712,0
315359,0,4201660,1
315350,0,4199696,1
315406,0,4496796,0
315614,0,4201640,0
315559,0,4204116,0
315563,0,4204132,0
315599,0,4199656,0
315594,0,4199640,0
315635,0,4496712,0
315619,0,4201660,1
315610,0,4199696,1
315673,0,4496796,1
315676,0,4496584,0
315679,0,4496596,0
315751,0,4199612,1
315733,0,4199556,0
315803,0,4204140,1
315762,0,4203664,0
315810,0,4204192,1
315791,0,4204092,0
315814,0,4204220,0
315855,0,4201652,0
315787,0,4203732,1
315909,0,4496584,0
315912,0,4496596,1
315852,0,4201640,0
315797,0,4204116,0
315801,0,4204132,0
315837,0,4199656,0
315832,0,4199640,0
315873,0,4496712,0
315915,0,4496584,0
315857,0,4201660,1
315848,0,4199696,1
315921,0,4496584,0
315927,0,4496584,0
315918,0,4496596,1
315933,0,4496584,1
315924,0,4496596,1
315930,0,4496596,1
315937,0,4496908,1
315906,0,4496796,1
315940,0,4496536,0
315961,0,4496584,0
315958,0,4496596,1
315964,0,4496596,1
315967,0,4496584,0
315973,0,4496584,0
315979,0,4496584,0
315985,0,4496584,0
315970,0,4496596,1
315976,0,4496596,1
315982,0,4496596,1
315988,0,4496596,0
316060,0,4199612,1
316042,0,4199556,0
316112,0,4204140,1
316071,0,4203664,0
316119,0,4204192,1
316100,0,4204092,0
316123,0,4204220,0
316164,0,4201652,0
316096,0,4203732,1
